"CustomerID","Recency","Frequency","Monetary","Cluster.HC","Cluster.NHC","Cluster.DT"
"13260",83,1,557.62,"6","3","1"
"13261",290,2,472.05,"2","1","5"
"13262",285,1,200.29,"3","1","5"
"13265",75,5,412.532,"2","2","2"
"13266",33,12,301.934166666667,"1","5","4"
"13267",24,19,237.167894736842,"1","5","4"
"13268",39,11,288.063636363636,"1","5","4"
"13269",23,15,355.178666666667,"1","5","4"
"13270",388,1,590,"3","1","6"
"13271",59,1,211.1,"6","6","1"
"13272",53,2,138.28,"4","6","1"
"13273",135,1,138.98,"4","4","3"
"13276",85,2,295.465,"2","6","1"
"13277",37,4,64.6,"4","2","1"
"13278",62,1,542.73,"6","3","1"
"13279",100,1,137.75,"4","4","3"
"13280",144,3,261.153333333333,"4","1","3"
"13282",40,3,377.38,"5","2","1"
"13283",81,2,46.83,"4","4","1"
"13284",352,1,201.19,"3","1","6"
"13285",45,4,677.28,"1","3","1"
"13291",177,1,361.11,"3","1","3"
"13292",60,2,281.97,"5","6","1"
"13294",211,2,436.87,"2","1","5"
"13295",381,1,201.2,"3","1","6"
"13296",159,1,87.4,"4","4","3"
"13297",29,4,522.4625,"1","5","1"
"13298",23,1,360,"6","6","1"
"13299",290,1,142.5,"3","4","5"
"13300",191,1,371.89,"3","1","3"
"13301",125,4,153.8975,"4","2","3"
"13304",373,1,280.92,"3","1","6"
"13305",26,10,200.086,"1","5","2"
"13307",142,1,15,"4","4","3"
"13308",44,3,461.836666666667,"5","3","1"
"13309",29,5,291.358,"5","2","2"
"13310",50,3,377.343333333333,"5","2","1"
"13311",26,2,280.16,"5","6","1"
"13313",44,5,303.584,"5","2","2"
"13314",23,3,258.646666666667,"5","2","1"
"13316",59,4,1433.2325,"1","3","1"
"13317",88,6,378.946666666667,"2","2","2"
"13318",23,3,213.586666666667,"5","2","1"
"13319",27,26,417.136538461539,"1","5","4"
"13320",100,4,383.05,"2","2","3"
"13321",94,2,283.68,"2","6","1"
"13322",39,1,199.48,"4","6","1"
"13323",25,5,157.57,"5","2","2"
"13324",58,10,712.195,"1","5","2"
"13325",103,1,675.3,"6","3","3"
"13327",60,8,452.19625,"2","5","2"
"13328",338,1,1308.48,"2","1","6"
"13329",53,2,394.5,"5","3","1"
"13330",114,3,380.31,"2","3","3"
"13332",36,1,350.9,"6","6","1"
"13334",104,3,1166.19,"2","3","3"
"13336",99,1,795.12,"6","3","1"
"13338",179,1,437.02,"3","1","3"
"13339",222,1,829.52,"2","1","5"
"13340",67,7,1526.66857142857,"1","3","2"
"13341",282,1,775.85,"2","1","5"
"13343",199,1,303.43,"3","1","5"
"13344",89,3,837.23,"1","3","1"
"13345",309,1,339.5,"3","1","6"
"13347",92,1,291.36,"6","6","1"
"13348",86,1,233.76,"6","6","1"
"13349",32,1,197.32,"4","6","1"
"13350",38,2,439.56,"5","3","1"
"13351",88,1,323.94,"6","6","1"
"13352",82,1,347.98,"6","6","1"
"13354",93,1,743.53,"6","3","1"
"13355",144,1,653.9,"6","3","3"
"13356",102,1,768.24,"6","3","3"
"13357",279,1,606.9,"3","1","5"
"13358",290,1,378.95,"3","1","5"
"13359",85,1,389.56,"6","6","1"
"13362",31,4,768.435,"1","5","1"
"13363",39,2,446.25,"5","3","1"
"13364",93,1,134.96,"4","6","1"
"13365",55,2,1112.685,"1","3","1"
"13366",72,1,56.16,"4","4","1"
"13368",278,2,286.7,"4","1","5"
"13369",387,1,258.28,"3","1","6"
"13370",393,1,754.87,"2","1","6"
"13372",111,1,328.64,"6","1","3"
"13373",82,3,1104.08333333333,"1","3","1"
"13375",110,1,778.65,"6","3","3"
"13376",121,3,289.92,"4","2","3"
"13379",48,3,190.853333333333,"5","2","1"
"13381",53,6,606.551666666667,"2","5","2"
"13382",302,1,222.99,"3","1","5"
"13384",52,7,593.132857142857,"2","5","2"
"13385",351,1,516.87,"3","1","6"
"13388",153,2,338.55,"2","1","3"
"13389",33,3,260.886666666667,"5","2","1"
"13390",96,1,544.08,"6","3","1"
"13391",225,1,59.8,"4","4","5"
"13394",23,8,314.2525,"1","5","2"
"13395",207,1,307.72,"3","1","5"
"13396",51,2,672.32,"2","3","1"
"13397",94,5,308.826,"2","2","2"
"13398",214,1,457.34,"3","1","5"
"13402",149,2,310.615,"2","1","3"
"13403",39,1,75,"4","6","1"
"13404",23,2,126.245,"4","6","1"
"13405",226,2,278.725,"4","1","5"
"13410",46,5,200.612,"5","2","2"
"13411",129,1,213.55,"4","1","3"
"13414",155,3,463.5,"2","3","3"
"13416",65,2,356.25,"2","6","1"
"13417",26,2,304.515,"5","6","1"
"13418",33,18,340.412777777778,"1","5","4"
"13419",85,1,200.26,"6","6","1"
"13420",171,2,79.925,"4","4","3"
"13421",62,2,874.08,"2","3","1"
"13422",86,1,2626.3,"2","3","1"
"13425",130,3,530.336666666667,"2","3","3"
"13426",22,10,364.132,"1","5","2"
"13427",41,3,194.2,"5","2","1"
"13428",32,1,201.78,"4","6","1"
"13429",32,4,251.7,"5","2","1"
"13430",40,2,335.045,"5","6","1"
"13431",89,2,634.55,"2","3","1"
"13434",96,2,267.12,"2","6","1"
"13435",27,7,544.27,"1","5","2"
"13436",23,1,196.89,"4","6","1"
"13437",36,7,485.437142857143,"1","5","2"
"13439",277,1,283.71,"3","1","5"
"13441",113,1,296.64,"6","1","3"
"13447",45,3,376.38,"5","2","1"
"13448",38,6,589.115,"1","5","2"
"13449",45,1,291.88,"6","6","1"
"13450",48,6,340.62,"5","5","2"
"13451",48,5,577.282,"2","5","2"
"13452",281,2,295,"4","1","5"
"13453",187,2,172.54,"4","4","3"
"13455",46,2,520.67,"5","3","1"
"13456",39,6,291.686666666667,"5","2","2"
"13458",29,14,685.104285714286,"1","5","4"
"13460",51,2,87.82,"4","6","1"
"13461",60,3,481.666666666667,"5","3","1"
"13462",274,1,151.5,"3","4","5"
"13464",80,1,674.68,"6","3","1"
"13466",206,1,290.2,"3","1","5"
"13467",32,2,535.305,"5","3","1"
"13470",121,2,82.5,"4","4","3"
"13471",23,4,625.46,"1","5","1"
"13473",82,2,203.82,"4","6","1"
"13474",258,1,224.75,"3","1","5"
"13475",213,4,357.945,"4","1","5"
"13476",200,2,619.235,"2","1","5"
"13477",59,6,242.43,"1","2","2"
"13479",222,2,150.475,"4","4","5"
"13481",67,5,357.012,"2","2","2"
"13482",254,1,184.64,"3","1","5"
"13483",87,1,140.34,"4","6","1"
"13484",263,1,297.9,"3","1","5"
"13485",255,1,454.24,"3","1","5"
"13486",100,3,374.136666666667,"2","3","3"
"13487",79,3,191.8,"4","2","1"
"13488",39,13,688.139230769231,"1","5","4"
"13489",127,4,112.38,"4","4","3"
"13491",73,10,119.947,"5","2","2"
"13492",158,3,423.28,"2","3","3"
"13493",297,2,309.315,"4","1","5"
"13494",333,1,298.56,"3","1","6"
"13495",29,5,408.974,"1","5","2"
"13496",32,2,326.665,"5","6","1"
"13497",304,2,174.025,"4","4","5"
"13499",39,5,231.822,"5","2","2"
"13500",45,3,388.923333333333,"5","2","1"
"13501",310,1,1340.32,"2","3","6"
"13502",38,3,97.3333333333333,"4","2","1"
"13503",93,1,216.85,"6","6","1"
"13504",86,1,295.93,"6","6","1"
"13505",94,4,1081.72,"1","3","1"
"13506",338,2,229.26,"4","1","6"
"13507",25,4,616.04,"1","5","1"
"13508",265,1,108.47,"4","4","5"
"13509",30,7,139.96,"1","2","2"
"13510",23,4,447.89,"1","5","1"
"13512",282,1,251.21,"3","1","5"
"13513",148,1,205.1,"4","1","3"
"13514",95,1,152.2,"4","6","1"
"13515",94,4,222.78,"4","2","1"
"13516",43,3,463.136666666667,"5","3","1"
"13517",81,3,709.473333333333,"1","3","1"
"13518",107,1,627.16,"6","3","3"
"13519",100,1,122.75,"4","4","3"
"13520",80,6,600.308333333333,"2","5","2"
"13521",23,3,356.33,"5","2","1"
"13522",52,1,125.8,"4","6","1"
"13523",55,5,792.976,"1","3","2"
"13524",62,5,136.036,"5","2","2"
"13525",36,2,288.95,"5","6","1"
"13527",55,7,320.337142857143,"1","5","2"
"13529",100,2,153.88,"4","6","3"
"13531",227,2,211.35,"4","1","5"
"13532",55,1,210.31,"6","6","1"
"13533",204,3,89.6966666666667,"4","4","5"
"13534",24,25,221.8032,"1","5","4"
"13536",23,7,492.055714285714,"1","5","2"
"13538",65,7,182.978571428571,"5","2","2"
"13539",107,3,202.946666666667,"4","2","3"
"13544",61,2,127.58,"4","6","1"
"13546",34,3,206.196666666667,"5","2","1"
"13548",118,2,331.58,"2","1","3"
"13549",47,7,131.171428571429,"5","2","2"
"13551",341,1,91.8,"4","4","6"
"13552",88,12,311.6725,"1","5","4"
"13555",95,4,1024.72,"1","3","1"
"13557",50,2,292.03,"5","6","1"
"13558",27,4,148.63,"5","2","1"
"13560",29,1,171.42,"4","6","1"
"13561",237,1,141.86,"4","4","5"
"13562",103,3,587.543333333333,"2","3","3"
"13563",106,2,382.525,"2","3","3"
"13564",166,3,572.09,"2","3","3"
"13565",41,2,120.11,"4","6","1"
"13566",62,2,428.42,"2","3","1"
"13568",195,1,187.05,"4","1","3"
"13569",39,2,167.835,"5","6","1"
"13570",265,1,239.49,"3","1","5"
"13571",34,12,172.561666666667,"1","5","4"
"13572",227,1,1384.25,"2","3","5"
"13573",72,2,145.125,"4","6","1"
"13575",45,5,146.414,"5","2","2"
"13576",32,18,371.007777777778,"1","5","4"
"13577",47,4,407.525,"5","2","1"
"13579",36,2,233.52,"5","6","1"
"13581",331,1,86.2,"4","4","6"
"13583",177,1,760.73,"2","3","3"
"13584",328,1,124.5,"4","4","6"
"13587",85,1,712.4,"6","3","1"
"13588",37,9,273.772222222222,"1","5","2"
"13589",36,2,189.825,"5","6","1"
"13590",33,6,324.303333333333,"5","5","2"
"13591",86,3,372.376666666667,"4","3","1"
"13592",57,4,61.99,"4","2","1"
"13593",130,5,402.376,"2","2","3"
"13594",74,1,396.97,"6","6","1"
"13596",27,2,332.055,"5","6","1"
"13598",69,1,155.88,"4","6","1"
"13599",23,21,243.866666666667,"1","5","4"
"13600",334,1,203.62,"3","1","6"
"13601",67,2,345.41,"2","6","1"
"13602",86,1,428.89,"6","3","1"
"13603",48,1,164.34,"4","6","1"
"13606",51,3,92.25,"4","2","1"
"13607",62,1,672.56,"6","3","1"
"13610",34,7,151.597142857143,"1","2","2"
"13611",111,3,384.8,"2","3","3"
"13614",46,4,394.76,"5","2","1"
"13615",340,1,417.69,"3","1","6"
"13617",62,3,181.393333333333,"4","2","1"
"13618",195,1,177.34,"4","1","3"
"13621",138,1,213.85,"4","1","3"
"13623",52,5,136.958,"5","2","2"
"13626",274,1,257.23,"3","1","5"
"13627",81,5,327.694,"2","2","2"
"13629",45,11,612.032727272727,"1","5","4"
"13630",27,7,260.482857142857,"5","5","2"
"13631",121,11,279.129090909091,"1","2","4"
"13632",46,5,404.754,"2","5","2"
"13634",55,5,305.164,"5","2","2"
"13635",89,1,1071.03,"6","3","1"
"13636",58,5,189.824,"5","2","2"
"13637",74,3,268.1,"4","2","1"
"13638",37,1,122.64,"4","6","1"
"13639",96,1,1033.34,"6","3","1"
"13642",237,1,312.28,"3","1","5"
"13643",53,3,173.146666666667,"5","2","1"
"13644",38,4,642.085,"1","5","1"
"13645",142,1,252.1,"6","1","3"
"13647",31,4,412.03,"5","5","1"
"13649",278,2,173.3,"4","4","5"
"13650",38,6,306.056666666667,"5","5","2"
"13651",61,1,79.2,"4","6","1"
"13652",67,3,359.36,"4","2","1"
"13654",65,6,445.688333333333,"2","5","2"
"13655",136,2,466.485,"2","3","3"
"13656",186,2,178.125,"4","4","3"
"13657",32,2,191.07,"5","6","1"
"13658",31,5,527.834,"1","5","2"
"13659",227,2,764.475,"2","3","5"
"13662",107,3,293.753333333333,"4","2","3"
"13663",201,1,189.47,"4","1","5"
"13666",82,3,28.2166666666667,"4","4","1"
"13667",171,1,299.05,"3","1","3"
"13668",24,21,297.568095238095,"1","5","4"
"13669",72,2,109.275,"4","6","1"
"13670",97,1,349.7,"6","6","1"
"13672",323,2,93.195,"4","4","6"
"13673",40,2,193.72,"5","6","1"
"13675",173,2,243.41,"4","1","3"
"13678",173,1,216.8,"4","1","3"
"13680",23,4,915.155,"1","5","1"
"13681",39,4,206.9575,"5","2","1"
"13682",209,1,42.5,"4","4","5"
"13684",307,1,65.13,"4","4","5"
"13685",24,7,445.342857142857,"1","5","2"
"13686",204,1,72,"4","4","5"
"13689",85,1,910,"6","3","1"
"13690",81,1,172.25,"4","6","1"
"13692",46,3,496.106666666667,"5","3","1"
"13695",53,15,166.102,"1","5","4"
"13697",60,1,151.3,"4","6","1"
"13699",177,1,308.58,"3","1","3"
"13700",48,10,224.629,"1","5","2"
"13703",340,1,99.5,"4","4","6"
"13704",27,9,255.584444444444,"1","5","2"
"13705",29,3,237.286666666667,"5","2","1"
"13706",324,1,330.79,"3","1","6"
"13707",289,2,378.475,"2","1","5"
"13708",293,1,282.81,"3","1","5"
"13709",25,13,483.05,"1","5","4"
"13710",53,1,180.48,"4","6","1"
"13711",240,2,126.03,"4","4","5"
"13712",268,1,228.84,"3","1","5"
"13715",303,5,212.358,"4","1","5"
"13716",291,1,138.28,"3","4","5"
"13717",54,6,236.635,"1","2","2"
"13718",268,2,153.275,"4","4","5"
"13719",37,5,208.336,"5","2","2"
"13720",138,4,195.725,"4","2","3"
"13721",58,1,524.14,"6","3","1"
"13722",153,3,791.803333333333,"2","3","3"
"13723",239,1,199.85,"3","1","5"
"13725",71,8,247.57,"1","2","2"
"13726",60,2,539.83,"2","3","1"
"13727",50,2,166.74,"4","6","1"
"13728",58,6,166.706666666667,"5","2","2"
"13730",157,2,376.3,"2","1","3"
"13731",241,2,305.295,"4","1","5"
"13732",50,1,439.36,"6","6","1"
"13735",46,4,720.885,"1","3","1"
"13736",27,2,363.405,"5","6","1"
"13737",222,1,338.35,"3","1","5"
"13739",40,1,216.9,"4","6","1"
"13740",262,1,350.75,"3","1","5"
"13741",93,3,215.076666666667,"4","2","1"
"13742",38,12,257.664166666667,"1","5","4"
"13743",24,7,191.657142857143,"1","2","2"
"13744",117,2,536.01,"2","3","3"
"13745",184,1,300.04,"3","1","3"
"13747",395,1,79.6,"4","4","6"
"13748",117,5,189.65,"4","2","3"
"13750",75,5,326.152,"2","2","2"
"13751",310,1,296.25,"3","1","6"
"13752",146,6,195.896666666667,"4","2","3"
"13753",309,1,741.26,"2","1","6"
"13754",173,2,141.3,"4","4","3"
"13755",25,9,231.108888888889,"1","5","2"
"13756",24,14,370.68,"1","5","4"
"13758",33,7,454.528571428571,"1","5","2"
"13759",55,2,329.705,"5","6","1"
"13760",76,2,143.395,"4","6","1"
"13761",72,2,535.325,"2","3","1"
"13762",240,1,306.72,"3","1","5"
"13763",85,1,1714.96,"2","3","1"
"13764",92,3,492.853333333333,"2","3","1"
"13769",24,10,279.651,"1","5","2"
"13771",86,4,658.6125,"2","3","1"
"13772",55,3,370.596666666667,"5","2","1"
"13774",103,1,345,"6","1","3"
"13778",125,1,178.7,"4","4","3"
"13780",29,2,178.13,"5","6","1"
"13781",272,1,127.84,"4","4","5"
"13782",34,6,149.51,"1","2","2"
"13784",31,11,223.89,"1","5","4"
"13786",389,1,230.4,"3","1","6"
"13787",97,2,154.52,"4","6","1"
"13790",26,1,345.32,"6","6","1"
"13791",149,2,758,"2","3","3"
"13792",88,2,97.775,"4","4","1"
"13799",138,2,344.43,"2","1","3"
"13800",331,1,558.32,"3","1","6"
"13801",88,1,324.8,"6","6","1"
"13802",160,3,1533.14,"2","3","3"
"13803",277,1,277.07,"3","1","5"
"13804",52,7,369.77,"1","5","2"
"13805",74,2,462.3,"2","3","1"
"13806",85,1,256.38,"6","6","1"
"13807",389,1,96.7,"4","4","6"
"13808",27,5,335.792,"5","5","2"
"13809",327,1,155.05,"3","4","6"
"13810",50,3,499.67,"5","3","1"
"13811",205,3,271.5,"4","1","5"
"13812",64,3,179.666666666667,"4","2","1"
"13813",61,4,341.715,"5","2","1"
"13814",114,2,781.26,"2","3","3"
"13815",44,4,993.34,"1","3","1"
"13816",45,2,285.835,"5","6","1"
"13817",51,2,191.49,"4","6","1"
"13819",323,3,380.116666666667,"4","1","6"
"13821",166,2,191.98,"4","1","3"
"13822",27,2,313.8,"5","6","1"
"13823",40,2,470.58,"5","3","1"
"13824",54,5,330.788,"2","2","2"
"13826",198,1,189.5,"4","1","5"
"13827",79,3,136.6,"4","2","1"
"13828",44,1,209.49,"4","6","1"
"13831",38,6,366.408333333333,"5","5","2"
"13832",41,1,52.2,"4","6","1"
"13833",181,1,383.85,"3","1","3"
"13835",47,4,204.3925,"5","2","1"
"13837",233,2,133.295,"4","4","5"
"13838",27,4,166.0175,"5","2","1"
"13841",274,1,85,"4","4","5"
"13842",80,9,376.18,"1","5","2"
"13844",33,1,361.62,"6","6","1"
"13845",86,1,312.98,"6","6","1"
"13846",46,3,288.353333333333,"5","2","1"
"13848",114,3,418.333333333333,"2","3","3"
"13849",73,2,761.475,"2","3","1"
"13850",151,1,1574.68,"2","3","3"
"13851",117,3,883.82,"2","3","3"
"13853",79,1,1090.14,"6","3","1"
"13854",30,25,324.3808,"1","5","4"
"13856",190,3,129.5,"4","4","3"
"13858",79,1,216.17,"6","6","1"
"13859",348,1,201.16,"3","1","6"
"13860",23,5,249.18,"5","2","2"
"13862",40,8,276.17,"1","5","2"
"13863",269,1,285.8,"3","1","5"
"13865",80,4,125.39,"5","2","1"
"13866",96,1,145.67,"4","6","1"
"13867",53,3,335.03,"5","2","1"
"13868",29,2,1571.07,"1","3","1"
"13869",145,4,767.675,"2","3","3"
"13870",24,8,346.3675,"1","5","2"
"13871",44,13,488.746153846154,"1","5","4"
"13873",141,3,129.866666666667,"4","4","3"
"13874",380,1,540.45,"3","1","6"
"13875",75,5,352.678,"2","2","2"
"13876",85,1,122.7,"4","6","1"
"13877",108,1,117.24,"4","4","3"
"13878",76,1,1271.57,"6","3","1"
"13880",43,13,247.674615384615,"1","5","4"
"13881",25,20,857.976,"1","5","4"
"13882",24,5,232.226,"5","2","2"
"13883",32,5,534.896,"1","5","2"
"13884",29,5,157.52,"5","2","2"
"13885",211,2,243.5,"4","1","5"
"13886",93,1,243.56,"6","6","1"
"13887",226,1,349.55,"3","1","5"
"13888",141,2,297.835,"2","1","3"
"13889",114,1,416.9,"6","1","3"
"13890",23,10,186.485,"1","5","2"
"13892",48,4,158.2425,"5","2","1"
"13893",319,1,804.5,"2","1","6"
"13894",45,3,178.206666666667,"5","2","1"
"13895",50,4,644.1175,"1","3","1"
"13897",72,1,311.16,"6","6","1"
"13898",347,1,155.93,"3","4","6"
"13899",38,2,194.26,"5","6","1"
"13900",205,3,246.983333333333,"4","1","5"
"13901",94,5,560.11,"2","3","2"
"13904",59,2,166.32,"4","6","1"
"13908",101,4,579.8875,"2","3","3"
"13911",79,9,286.767777777778,"1","2","2"
"13914",33,2,313.225,"5","6","1"
"13917",71,2,136.02,"4","6","1"
"13918",71,2,606.42,"2","3","1"
"13919",81,2,192.405,"4","6","1"
"13922",373,1,142.25,"3","4","6"
"13923",75,1,351.13,"6","6","1"
"13924",23,6,306.475,"5","5","2"
"13925",114,4,169.5625,"4","2","3"
"13926",45,1,223.85,"4","6","1"
"13927",96,1,290.79,"6","6","1"
"13928",32,4,116.1425,"5","2","1"
"13929",191,2,421.325,"2","1","3"
"13930",79,2,168.67,"4","6","1"
"13931",117,2,609.015,"2","3","3"
"13932",316,1,307.4,"3","1","6"
"13933",131,2,304.395,"2","1","3"
"13934",285,1,922.1,"2","1","5"
"13936",201,1,361.58,"3","1","5"
"13937",191,1,158.85,"4","4","3"
"13938",57,1,71.66,"4","6","1"
"13939",45,3,181.216666666667,"5","2","1"
"13940",39,4,209.785,"5","2","1"
"13941",43,5,1022.592,"1","3","2"
"13946",101,3,187.19,"4","2","3"
"13947",87,1,90.6,"4","4","1"
"13948",382,1,102,"4","4","6"
"13949",24,6,401.413333333333,"1","5","2"
"13950",33,4,186.265,"5","2","1"
"13951",198,3,224.816666666667,"4","1","5"
"13952",239,2,1613.8355,"2","3","5"
"13953",29,7,502.24,"1","5","2"
"13954",23,2,219.96,"5","6","1"
"13955",176,2,161.48,"4","4","3"
"13956",27,5,202.598,"5","2","2"
"13959",101,3,196.046666666667,"4","2","3"
"13960",43,2,115.11,"4","6","1"
"13962",43,2,84.775,"4","6","1"
"13963",330,4,156.535,"4","4","6"
"13967",167,1,80.7,"4","4","3"
"13969",29,18,497.592777777778,"1","5","4"
"13971",40,8,341.1575,"1","5","2"
"13972",92,2,95.125,"4","4","1"
"13973",309,1,264.7,"3","1","6"
"13974",71,1,413.59,"6","6","1"
"13975",53,6,405.353333333333,"2","5","2"
"13976",228,1,357.98,"3","1","5"
"13978",36,2,98.395,"4","6","1"
"13979",95,1,869.87,"6","3","1"
"13980",82,1,200.14,"6","6","1"
"13982",61,4,467.9525,"5","3","1"
"13983",51,12,216.9525,"1","5","4"
"13984",48,5,134.422,"5","2","2"
"13985",26,15,470.675333333333,"1","5","4"
"13986",39,1,320.46,"6","6","1"
"13988",41,6,681.326666666667,"1","5","2"
"13989",87,2,633.04,"2","3","1"
"13990",235,1,294.7,"3","1","5"
"13991",34,6,142.146666666667,"1","2","2"
"13992",52,1,76.8,"4","6","1"
"13993",64,9,377.551111111111,"1","5","2"
"13994",25,6,379.023333333333,"1","5","2"
"13995",37,5,276.698,"5","2","2"
"13999",32,12,325.150833333333,"1","5","4"
"14000",233,1,635.66,"3","1","5"
"14001",67,3,621.36,"2","3","1"
"14002",156,2,245.265,"4","1","3"
"14004",65,7,654.662857142857,"2","5","2"
"14005",31,5,574.944,"1","5","2"
"14006",137,3,320.73,"2","1","3"
"14009",220,2,338.055,"4","1","5"
"14012",299,1,328.8,"3","1","5"
"14013",132,3,157.673333333333,"4","4","3"
"14014",99,1,497.38,"6","3","1"
"14015",74,1,917.34,"6","3","1"
"14016",183,4,1072.8025,"2","3","3"
"14019",68,3,473.87,"5","3","1"
"14020",38,2,321.4,"5","6","1"
"14021",177,3,210.633333333333,"4","1","3"
"14022",247,1,440,"3","1","5"
"14023",29,2,292.035,"5","6","1"
"14024",143,2,163.85,"4","4","3"
"14027",82,1,104.82,"4","4","1"
"14029",85,2,233.83,"4","6","1"
"14030",40,8,292.6425,"1","5","2"
"14031",29,19,909.527894736842,"1","5","4"
"14032",24,11,270.508181818182,"1","5","4"
"14034",44,3,215.88,"5","2","1"
"14035",50,5,284.104,"5","2","2"
"14036",306,1,626.65,"3","1","5"
"14037",198,2,73.6,"4","4","5"
"14038",100,3,495.193333333333,"2","3","3"
"14039",55,1,152.2,"4","6","1"
"14040",62,12,286.51,"1","5","4"
"14041",288,1,141.41,"3","4","5"
"14044",48,4,159.83,"5","2","1"
"14045",131,4,414.9375,"2","3","3"
"14046",306,1,154.99,"3","4","5"
"14047",30,5,261.722,"5","2","2"
"14048",327,1,397.18,"3","1","6"
"14049",38,4,1390.8675,"1","3","1"
"14050",53,2,364.33,"5","6","1"
"14051",22,23,663.451739130435,"1","5","4"
"14052",41,1,225.36,"4","6","1"
"14053",146,2,130.125,"4","4","3"
"14054",87,1,92.46,"4","4","1"
"14055",128,1,725.64,"6","3","3"
"14056",23,23,353.38652173913,"1","5","4"
"14057",45,17,365.391764705882,"1","5","4"
"14059",288,1,183.6,"3","1","5"
"14060",26,19,323.18,"1","5","4"
"14062",31,12,866.355833333333,"1","5","4"
"14064",51,5,266.738,"5","2","2"
"14066",288,1,152.55,"3","4","5"
"14067",85,2,187.35,"4","6","1"
"14068",342,1,265.85,"3","1","6"
"14071",25,8,177.175,"1","2","2"
"14073",54,1,151.04,"4","6","1"
"14075",26,3,314.086666666667,"5","2","1"
"14076",151,1,118.67,"4","4","3"
"14077",62,5,99.884,"5","2","2"
"14078",123,6,172.436666666667,"4","2","3"
"14079",146,1,375.1,"3","1","3"
"14080",54,1,45.6,"4","4","1"
"14081",324,2,450.185,"2","1","6"
"14082",386,1,182.25,"3","1","6"
"14083",26,9,110.005555555556,"1","2","2"
"14085",24,18,245.173888888889,"1","5","4"
"14087",24,1,184.37,"4","6","1"
"14088",32,13,3816.28923076923,"1","5","4"
"14089",78,1,158.75,"4","6","1"
"14090",346,1,76.32,"4","4","6"
"14092",29,14,291.207857142857,"1","5","4"
"14093",34,1,428.44,"6","6","1"
"14096",26,17,3813.17882352941,"1","5","4"
"14098",58,1,147.35,"4","6","1"
"14099",38,11,279.183636363636,"1","5","4"
"14100",159,1,191.95,"4","1","3"
"14101",95,6,996.131666666667,"2","3","2"
"14102",27,5,218.796,"5","2","2"
"14104",176,2,103.9,"4","4","3"
"14105",261,1,1266.23,"2","3","5"
"14107",73,7,379.25,"2","5","2"
"14108",52,2,298.955,"5","6","1"
"14109",94,1,127.2,"4","4","1"
"14110",25,12,470.020833333333,"1","5","4"
"14111",36,4,173.2125,"5","2","1"
"14112",44,7,410.507142857143,"1","5","2"
"14113",25,4,460.105,"1","5","1"
"14114",295,2,193.265,"4","1","5"
"14116",41,5,273.548,"5","2","2"
"14117",165,1,90,"4","4","3"
"14121",25,4,692.4875,"1","5","1"
"14124",106,1,419.58,"6","1","3"
"14125",32,3,906.876666666667,"1","3","1"
"14126",29,3,235.376666666667,"5","2","1"
"14127",144,3,229.97,"4","1","3"
"14128",82,2,318.75,"2","6","1"
"14129",23,5,224.772,"5","2","2"
"14130",341,1,480.91,"3","1","6"
"14132",24,11,326.002727272727,"1","5","4"
"14133",151,3,201.88,"4","1","3"
"14135",23,15,310.667333333333,"1","5","4"
"14138",23,2,482.94,"5","6","1"
"14139",68,1,415.82,"6","6","1"
"14140",25,2,467.525,"5","6","1"
"14141",24,4,228.7825,"5","2","1"
"14142",395,1,311.81,"3","1","6"
"14143",155,1,115.8,"4","4","3"
"14145",68,4,935.55,"1","3","1"
"14146",30,5,838.2,"1","5","2"
"14147",100,2,241.7,"4","6","3"
"14148",255,1,157.2,"3","4","5"
"14149",242,1,446.62,"3","1","5"
"14150",57,2,329.32,"5","6","1"
"14152",97,2,294.595,"2","6","1"
"14154",261,2,672.81,"2","1","5"
"14155",288,1,118.75,"4","4","5"
"14157",41,2,212.445,"5","6","1"
"14158",62,1,507.66,"6","3","1"
"14159",41,11,418.625454545455,"1","5","4"
"14161",237,3,355.123333333333,"4","1","5"
"14162",195,2,144.68,"4","4","3"
"14163",109,4,611.4775,"2","3","3"
"14164",92,2,815.885,"2","3","1"
"14165",297,1,120.44,"4","4","5"
"14167",61,4,104.5225,"5","2","1"
"14171",120,1,359.11,"6","1","3"
"14173",32,4,112.71,"5","2","1"
"14174",55,1,134.46,"4","6","1"
"14175",81,3,1068.56666666667,"1","3","1"
"14176",319,4,144.225,"4","4","6"
"14177",108,3,179.553333333333,"4","2","3"
"14178",30,7,228.608571428571,"1","5","2"
"14179",62,2,350.785,"2","6","1"
"14180",32,25,188.6328,"1","5","4"
"14184",88,1,452.89,"6","3","1"
"14185",353,1,197.65,"3","1","6"
"14188",52,6,342.393333333333,"5","5","2"
"14189",24,15,308.272,"1","5","4"
"14191",23,13,347.658461538462,"1","5","4"
"14193",89,2,419.195,"2","3","1"
"14194",26,21,535.953333333333,"1","5","4"
"14195",223,2,506,"2","1","5"
"14196",128,1,335.52,"6","1","3"
"14198",40,4,175.35,"5","2","1"
"14199",240,1,185.4,"3","1","5"
"14201",82,7,104.248571428571,"5","2","2"
"14204",24,1,147.66,"4","6","1"
"14205",38,2,233.35,"5","6","1"
"14206",261,1,328.16,"3","1","5"
"14208",116,1,151.74,"4","4","3"
"14209",32,6,345.571666666667,"5","5","2"
"14210",127,6,316.24,"2","2","3"
"14211",75,9,249.011111111111,"1","2","2"
"14212",111,1,1070.48,"6","3","3"
